# SNAP pixel extraction export table
#
# Window size: 1
# Created on:	2021-04-23 02:24:19

# Wavelength:	 	 	 	 	 	 	 	 	0.0	443.0	490.0	560.0	665.0	705.0	740.0	783.0	842.0	865.0	945.0	1610.0	2190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ProdID	CoordID	Name	Latitude	Longitude	PixelX	PixelY	Date(yyyy-MM-dd)	Time(HH_mm_ss)	NDVI	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	quality_aot	quality_wvp	quality_cloud_confidence	quality_snow_confidence	quality_scene_classification	view_zenith_mean	view_azimuth_mean	sun_zenith	sun_azimuth	view_zenith_B1	view_azimuth_B1	view_zenith_B2	view_azimuth_B2	view_zenith_B3	view_azimuth_B3	view_zenith_B4	view_azimuth_B4	view_zenith_B5	view_azimuth_B5	view_zenith_B6	view_azimuth_B6	view_zenith_B7	view_azimuth_B7	view_zenith_B8	view_azimuth_B8	view_zenith_B8A	view_azimuth_B8A	view_zenith_B9	view_azimuth_B9	view_zenith_B10	view_azimuth_B10	view_zenith_B11	view_azimuth_B11	view_zenith_B12	view_azimuth_B12	scl_nodata	scl_saturated_defective	scl_dark_feature_shadow	scl_cloud_shadow	scl_vegetation	scl_not_vegetated	scl_water	scl_unclassified	scl_cloud_medium_proba	scl_cloud_high_proba	scl_thin_cirrus	scl_snow_ice
0	1	pin_720	6.034426	-73.614433	952.500	1841.500	2016-01-10	15:26:32	0.7167113423347473	0.015599999576807022	0.020099999383091927	0.039400000125169754	0.031700000166893005	0.07699999958276749	0.1696999967098236	0.1972000002861023	0.19210000336170197	0.22779999673366547	0.19200000166893005	0.1370999962091446	0.07039999961853027	0.07699999958276749	1.4589999914169312	0	0	4	7.033670425415039	294.1370544433594	35.747100830078125	142.32899475097656	7.141550064086914	298.2179870605469	6.911809921264648	288.1419982910156	6.944660186767578	290.4670104980469	6.985099792480469	292.59698486328125	7.010930061340332	293.739013671875	7.039859771728516	294.885009765625	7.0713701248168945	296.0150146484375	6.926790237426758	289.30499267578125	7.105939865112305	297.14599609375		299.35699462890625	6.970709800720215	291.8999938964844	7.033979892730713	294.6619873046875	7.112480163574219	297.3489990234375	0	0	0	0	1	0	0	0	0	0	0	0
0	2	pin_619	6.059567	-73.614459	951.500	1563.500	2016-01-10	15:26:32	0.7869565486907959	0.02250000089406967	0.02239999920129776	0.04179999977350235	0.029400000348687172	0.08959999680519104	0.22450000047683716	0.27079999446868896	0.24660000205039978	0.3061999976634979	0.33009999990463257	0.15870000422000885	0.07880000025033951	0.07699999958276749	1.2050000429153442	0	0	4	7.033670425415039	294.1370544433594	35.747100830078125	142.32899475097656	7.141550064086914	298.2179870605469	6.911809921264648	288.1419982910156	6.944660186767578	290.4670104980469	6.985099792480469	292.59698486328125	7.010930061340332	293.739013671875	7.039859771728516	294.885009765625	7.0713701248168945	296.0150146484375	6.926790237426758	289.30499267578125	7.105939865112305	297.14599609375		299.35699462890625	6.970709800720215	291.8999938964844	7.033979892730713	294.6619873046875	7.112480163574219	297.3489990234375	0	0	0	0	1	0	0	0	0	0	0	0
0	3	pin_361	6.009241	-73.463191	2627.500	2115.500	2016-01-10	15:26:32	0.7540754675865173	0.02669999934732914	0.033900000154972076	0.06759999692440033	0.052799999713897705	0.09510000050067902	0.2824999988079071	0.35359999537467957	0.3765999972820282	0.38940000534057617	0.38089999556541443	0.2184000015258789	0.11129999905824661	0.07699999958276749	1.406000018119812	0	0	4	8.616827964782715	275.19000244140625	35.600799560546875	142.50799560546875	8.687350273132324	271.8080139160156	8.543519973754883	280.10699462890625	8.560259819030762	278.218994140625	8.583769798278809	276.4880065917969	8.59982967376709	275.5480041503906	8.617950439453125	274.62298583984375	8.6385498046875	273.69000244140625	8.55072021484375	279.16400146484375	8.661009788513184	272.7770080566406	8.7150297164917	270.8810119628906	8.576950073242188	276.9309997558594	8.616009712219238	274.71600341796875	8.667810440063477	272.51800537109375	0	0	0	0	1	0	0	0	0	0	0	0
0	4	pin_234	5.965135	-73.608104	1024.500	2607.500	2016-01-10	15:26:32	0.6875926852226257	0.024800000712275505	0.03709999844431877	0.07479999959468842	0.06319999694824219	0.13079999387264252	0.26809999346733093	0.31299999356269836	0.34139999747276306	0.3580999970436096	0.36059999465942383	0.2957000136375427	0.15880000591278076	0.07699999958276749	1.253000020980835	0	0	4	7.207118511199951	293.9073486328125	35.672000885009766	142.25900268554688	7.312759876251221	297.89300537109375	7.087619781494141	288.0539855957031	7.119919776916504	290.3240051269531	7.159550189971924	292.4020080566406	7.184850215911865	293.5159912109375	7.213220119476318	294.635986328125	7.244120121002197	295.74200439453125	7.102359771728516		7.277969837188721	296.84698486328125	7.352920055389404	299.00799560546875	7.145440101623535	291.72198486328125	7.207449913024902	294.4179992675781	7.284359931945801	297.0450134277344	0	0	0	0	1	0	0	0	0	0	0	0
0	5	pin_359	6.002889	-73.589219	1232.500	2189.500	2016-01-10	15:26:32	0.6930932402610779	0.02019999921321869	0.03660000115633011	0.06949999928474426	0.057100001722574234	0.11720000207424164	0.28369998931884766	0.33230000734329224	0.3149999976158142	0.35679998993873596	0.31380000710487366	0.23109999299049377	0.12929999828338623	0.07699999958276749	1.6679999828338623	0	0	4	7.50345516204834	293.5302429199219	35.68230056762695	142.3470001220703	7.605609893798828	297.3689880371094	7.3878397941589355	287.9010009765625	7.419159889221191	290.0820007324219	7.457550048828125	292.08099365234375	7.481949806213379	293.1510009765625	7.509339809417725	294.2279968261719	7.539219856262207	295.2929992675781	7.402120113372803	288.9909973144531	7.571990013122559	296.3599853515625	7.644320011138916	298.4419860839844	7.443910121917725	291.427001953125	7.503749847412109	294.0169982910156	7.578159809112549	296.5509948730469	0	0	0	0	1	0	0	0	0	0	0	0
0	6	pin_208	6.047024	-73.456942	2695.500	1697.500	2016-01-10	15:26:32	0.6110535264015198	0.01889999955892563	0.027300000190734863	0.05420000106096268	0.056299999356269836	0.09910000115633011	0.18619999289512634	0.2167000025510788	0.23319999873638153	0.24269999563694	0.2563999891281128	0.22529999911785126	0.12710000574588776	0.07699999958276749	1.1109999418258667	0	0	4	8.531591415405273	275.0896301269531	35.63850021362305	142.54299926757812	8.603150367736816	271.67498779296875	8.45715045928955	280.05499267578125	8.474200248718262	278.1470031738281	8.49804973602295	276.4010009765625	8.51438045501709	275.45098876953125	8.532759666442871	274.5159912109375	8.553609848022461	273.57598876953125	8.464520454406738	279.10101318359375	8.576359748840332	272.65399169921875	8.631199836730957	270.7380065917969	8.491250038146973	276.8489990234375	8.530810356140137	274.6099853515625	8.583239555358887	272.3919982910156	0	0	0	0	1	0	0	0	0	0	0	0
0	7	pin_81	6.046987	-73.475822	2486.500	1698.500	2016-01-10	15:26:32	0.7776416540145874	0.008100000210106373	0.017400000244379044	0.04670000076293945	0.03629999980330467	0.08349999785423279	0.2215999960899353	0.2791000008583069	0.29019999504089355	0.30809998512268066	0.2897999882698059	0.17649999260902405	0.08910000324249268	0.07699999958276749	1.2410000562667847	0	0	4	8.142934799194336	274.62530517578125	35.66559982299805	142.48899841308594	8.218770027160645	271.0539855957031	8.063639640808105	279.8219909667969	8.082010269165039	277.82501220703125	8.1074800491333	275.9949951171875	8.124839782714844	275.0010070800781	8.144319534301758	274.02398681640625	8.166410446166992	273.0409851074219	8.071599960327148	278.822998046875	8.190489768981934	272.0780029296875	8.248339653015137	270.0780029296875	8.100210189819336	276.4620056152344	8.14225959777832	274.12200927734375	8.197779655456543	271.8039855957031	0	0	0	0	1	0	0	0	0	0	0	0
0	8	pin_670	6.009194	-73.545121	1720.500	2118.500	2016-01-10	15:26:32	0.7637434601783752	0.01600000075995922	0.0210999995470047	0.04659999907016754	0.03610000014305115	0.08309999853372574	0.2046000063419342	0.24529999494552612	0.2694999873638153	0.275299996137619	0.29249998927116394	0.17829999327659607	0.08959999680519104	0.07699999958276749	1.2680000066757202	0	0	4	7.843508243560791	274.2421875	35.65510177612305	142.4010009765625	7.92287015914917		7.760190010070801	279.63299560546875	7.779669761657715	277.5580139160156	7.806459903717041	275.6600036621094	7.824659824371338	274.6300048828125	7.845089912414551	273.61700439453125	7.868189811706543	272.5979919433594	7.768660068511963	278.59600830078125	7.893320083618164	271.60101318359375	7.953740119934082	269.5329895019531	7.798890113830566	276.14300537109375	7.842929840087891	273.7179870605469	7.90093994140625	271.3179931640625	0	0	0	0	1	0	0	0	0	0	0	0
0	9	pin_495	6.034430	-73.652195	534.500	1842.500	2016-01-10	15:26:32	0.8349854350090027	0.022299999371170998	0.02329999953508377	0.043800000101327896	0.028300000354647636	0.0860000029206276	0.23260000348091125	0.30660000443458557	0.31470000743865967	0.3296999931335449	0.36419999599456787	0.16619999706745148	0.08049999922513962	0.07699999958276749	1.1629999876022339	0	0	4	6.65331506729126	294.69305419921875	35.77429962158203	142.27499389648438	6.766409873962402	298.9930114746094	6.525710105895996	288.36199951171875	6.5600199699401855	290.822998046875	6.602320194244385	293.0719909667969	6.62939977645874	294.2770080566406	6.659739971160889	295.4859924316406	6.692820072174072	296.677001953125	6.541339874267578	289.593994140625	6.72907018661499	297.86700439453125		300.18798828125	6.587349891662598	292.3389892578125	6.653590202331543	295.2510070800781	6.735949993133545	298.08099365234375	0	0	0	0	1	0	0	0	0	0	0	0
0	10	pin_195	6.109995	-73.532563	1856.500	1003.500	2016-01-10	15:26:32	0.642220675945282	0.04529999941587448	0.038600001484155655	0.06520000100135803	0.05220000073313713	0.09520000219345093	0.193900004029274	0.23000000417232513	0.23960000276565552	0.26260000467300415	0.2565000057220459	0.18310000002384186	0.09109999984502792	0.07699999958276749	1.7630000114440918	0	0	4	7.6406073570251465	293.3605041503906	35.768001556396484	142.5050048828125	7.7411298751831055	297.135009765625	7.526800155639648	287.8299865722656	7.5576300621032715	289.9700012207031	7.595449924468994	291.9360046386719	7.619480133056641	292.98699951171875	7.646420001983643	294.0459899902344	7.675809860229492	295.0920104980469	7.540870189666748	288.89898681640625	7.708049774169922	296.1409912109375	7.779270172119141	298.1919860839844	7.5819501876831055	291.2919921875	7.640920162200928	293.8380126953125	7.71412992477417	296.3290100097656	0	0	0	0	1	0	0	0	0	0	0	0
