lat;lon;X;Y;B1;B2;B3;B4;B5;B6;B7;B8;B8A;B9;B11;B12
6.078502982;-73.45692747;2694.0;1349.0;0.0161;0.0222;0.0476;0.039400000000000004;0.0791;0.19770000000000001;0.2467;0.2586;0.2832;0.2866;0.14980000000000002;0.0695
6.084802982;-73.62702747;811.0;1284.0;0.020300000000000002;0.0189;0.0274;0.0199;0.0391;0.10350000000000001;0.1365;0.13390000000000002;0.1456;0.1656;0.062200000000000005;0.027100000000000003
6.084802982;-73.62072747;881.0;1284.0;0.0112;0.020300000000000002;0.0383;0.0325;0.0563;0.1139;0.1323;0.1461;0.1423;0.12090000000000001;0.1029;0.0536
6.084802982;-73.52622747;1927.0;1281.0;0.0327;0.0357;0.0742;0.052700000000000004;0.1043;0.25670000000000004;0.3139;0.3367;0.3556;0.3315;0.20720000000000002;0.1017
6.084802982;-73.51992747;1997.0;1281.0;0.0332;0.0361;0.0608;0.0543;0.09380000000000001;0.1988;0.2285;0.2235;0.2646;0.26080000000000003;0.186;0.0932
6.084802982;-73.49472747;2276.0;1280.0;0.0281;0.0264;0.050300000000000004;0.0356;0.0761;0.2104;0.2607;0.26990000000000003;0.28700000000000003;0.2797;0.1437;0.0639
6.084802982;-73.48842747;2345.0;1280.0;0.0234;0.032;0.0666;0.0485;0.09090000000000001;0.2421;0.3025;0.33180000000000004;0.33240000000000003;0.3532;0.21000000000000002;0.1071
6.084802982;-73.47582747;2485.0;1280.0;0.018600000000000002;0.0198;0.042800000000000005;0.0317;0.07400000000000001;0.21080000000000002;0.2564;0.2685;0.2856;0.2908;0.1492;0.0687
6.084802982;-73.46952747;2554.0;1280.0;0.0152;0.0159;0.042;0.0258;0.0731;0.2268;0.2672;0.2886;0.2964;0.2919;0.14600000000000002;0.06520000000000001
6.084802982;-73.46322747;2624.0;1279.0;0.0244;0.0304;0.062;0.056100000000000004;0.10700000000000001;0.2078;0.2431;0.2516;0.274;0.2973;0.23190000000000002;0.12810000000000002
